Name,FGID,MLBID
Doug Nikhazy,sa3018110,680951
Mick Abel,sa3014534,690953
Tyler Rogers,15541,643511
Calvin Faucher,20116,676534
Pierce Johnson,13435,572955
Taijuan Walker,11836,592836
Alex Wood,13781,622072
Chen Zhong-Ao Zhuang,sa3018174,800018
Jordan Romano,16122,605447
Konnor Pilkington,21453,663455
Royber Salinas,sa3009243,683690
Dinelson Lamet,17186,659275
Jake Bloss,33168,814005
Sam Aldegheri,26443,691951
Connor Overton,18376,656818
Cionel Perez,19614,672335
Jacob Webb,19274,657097
Alex Lange,19883,656638
Jackson Ferris,sa3020891,701328
Derek Law,13133,571882
Joey Lucchesi,19320,664192
Logan Evans,sa3023077,688138
Julio Robaina,sa3006817,678789
JoJo Romero,19574,668941
Tony Santillan,19926,663574
Gabe Mosser,sa3006834,682077
Jose Quijada,19200,650671
Shane Drohan,sa3014447,675660
Ryan Thompson,16647,657044
Antonio Santos,20383,665733
Dylan Ray,sa3020392,691009
Luis De Avila,sa3005839,678752
Nick Nastrini,29833,680897
Jonathan Pintaro,sa3024197,702752
Kyle Luckham,sa3020378,680734
Kenley Jansen,3096,445276
Seranthony Dominguez,19249,622554
Justin Topa,15145,623437
Luis Palacios,sa3003021,672712
Cory Abbott,20277,676265
Jack Cushing,sa1170342,681007
Brendan McKay,20186,656713
Caleb Thielbar,10078,573204
Daniel Palencia,27914,694037
Adbert Alzolay,17859,640470
Ian Mejia,sa3019911,681256
Luis F. Ortiz,16942,656814
Tate Kuehner,sa3023099,804249
Kyle Hendricks,12049,543294
Joel Payamps,14332,606303
Cody Morris,25388,663752
Oliver Ortega,21025,661383
Gabe Speier,17170,642100
Mike Baumann,20206,657508
Yuki Matsui,33826,673513
Jared Kollar,sa3020439,806577
Lyon Richardson,24581,680689
Marco Gonzales,15467,594835
Rhett Kouba,sa3017544,688763
Beau Sulser,23420,676641
Brandon Komar,sa3010630,688162
Xzavion Curry,25595,675540
Juan Carela,sa3009237,683636
Nate Lavender,sa3017917,681320
Tyler Alexander,17735,641302
Kade McClure,sa915622,656701
Hunter Stratton,23455,676702
Tyler Gilbert,17964,656457
Jack Dashwood,sa3015035,669081
Tayler Scott,13652,605463
Bryan Baker,19804,641329
Jose A. Ferrer,24017,678606
Brad Keller,15734,641745
Brent Suter,13942,608718
Keegan Thompson,19795,624522
Isaac Coffey,sa3020222,806190
Jared Karros,sa3020859,689042
Darius Vines,25928,670241
Luis Cessa,13345,570666
Luis Perales,sa3014677,691384
Sean Guenther,20045,674944
Jalen Beeks,17192,656222
Peter Van Loon,sa3017543,687967
Nick Dombkowski,sa3017201,694298
Connor Gillispie,26171,687362
Hunter Stanley,sa3018148,701533
Kyle Virbitsky,sa3017491,680223
Kevin Herget,15369,643361
Brennan Bernardino,16835,657514
Josiah Gray,24580,680686
Ray Kerr,23809,678061
Scott Blewett,16427,656240
Kent Emanuel,15849,592288
Tristan Stevens,sa3019881,688306
Dustin Saenz,sa3017610,685010
Josh Fleming,20418,676596
Bryan Sammons,20462,676614
Anthony Solometo,sa3018259,696143
Jose Leclerc,14524,600917
Drew Smyly,11760,592767
Luke Little,28036,681432
Trey Dombroski,sa3020833,690667
TJ Shook,sa3014915,669298
Luis Patino,22815,672715
Ben Anderson,sa3010560,670391
Brandon Eisert,27668,685126
Rob Zastryzny,15094,642239
Sean Reid-Foley,17034,656887
Rich Hill,4806,448179
Austin Cox,24604,680735
Phil Bickford,18519,641360
Yonny Chirinos,16401,630023
Jack Dreyer,sa3018789,676263
Max Lazar,23426,676661
Anthony Banda,14706,607455
Yimi Garcia,12095,554340
Gunnar Hoglund,sa3019785,680684
Brett Kennedy,17877,664028
Robert Suarez,30115,663158
Craig Yoho,sa3023032,684974
Peyton Battenfield,25777,685410
Chase Solesky,sa3009940,686678
Ian Gibaut,17871,664139
Juan Mercedes,sa3002818,675195
Luinder Avila,sa3006507,679883
Sam Moll,14874,594580
Touki Toussaint,16929,657053
Prelander Berroa,22932,672860
Kyle Nicolas,27775,693312
Rodney Boone,sa3018107,674868
Spenser Watkins,17489,657093
Erik Sabrowski,24978,681870
Manuel Rodriguez,20794,655889
Cole Winn,22113,668390
Gerson Garabito,19835,642520
Trent Thornton,17948,663423
Joe Kelly,9761,523260
Julian Merryweather,16703,657240
Duncan Davitt,sa3020394,701474
Richard Gallardo,sa3009990,682620
Abner Uribe,25327,682842
Chris Vallimont,24935,681808
Jackson Kowar,21549,663804
Jorge Lopez,14527,605347
Grant Gambrell,sa3011129,669183
Trace Bright,sa3020558,687238
Victor Vodnik,24614,680767
Ryan Murphy,sa3014871,694885
Dalton Roach,sa3010567,681989
Danny Wirchansky,sa3023469,688024
Forrest Whitley,19586,666215
Wil Jensen,sa3014786,669192
Dane Acker,sa3014924,686769
Chris Campos,sa3020396,702318
Wikelman Gonzalez,sa3008687,682790
Walter Pennington,27624,679156
Johan Dominguez,sa916727,667339
Emerson Hancock,27470,676106
Jackson Stephens,14420,623451
Carlos Carrasco,6632,471911
Bailey Dees,sa3017946,676442
Kyle Leahy,24763,681517
Franco Aleman,sa3018178,680916
Andrew Wantz,24933,681806
Matt Krook,19315,640454
Andrew Walters,33834,689958
Owen White,22273,669391
Henry Baez,sa3016584,692013
Taylor Clarke,17611,664199
Patrick Reilly,sa3023038,694345
Kai-Wei Teng,24282,678906
Huascar Brazoban,6107,623211
Zach Peek,sa3014469,686745
J.J. Niekro,sa3017129,673908
Brandyn Garcia,sa3022951,805299
Andrew Kittredge,12828,552640
Buck Farmer,14814,571656
Andrew Chafin,12988,605177
Ryan Bergert,sa3017418,686701
James Kaprielian,18331,621076
Cody Laweryson,sa3010633,689520
Trevor Stephan,19932,663986
Carson Fulmer,18311,608334
Mason Thompson,21850,666168
Austin Schulfer,sa3007585,662165
Po-Yu Chen,sa3014699,696040
Wes Parsons,14764,641149
Sean Hunley,sa3017316,695038
Tommy Kahnle,11384,592454
Jimmy Joyce,sa3016914,702460
Mike Paredes,sa3017968,702474
Michael Knorr,sa3020872,681077
Emiliano Teodo,sa3015158,693713
Adam Kolarek,10843,592473
Chase Chaney,sa3010369,681116
Randy Rodriguez,23974,678495
Eduardo Salazar,23135,674285
Elieser Hernandez,16933,622694
J.B. Bukauskas,20491,656266
Rob Kaminsky,15792,641739
Nick Ramirez,12575,598286
Trevor Richards,19309,670950
Paul Sewald,13892,623149
Bryan Mata,sa917784,667356
Adam Ottavino,1247,493603
Chih-Jung Liu,sa3014675,692617
Jarrod Cande,sa3017813,686662
Sixto Sanchez,19680,664350
Scott Alexander,10591,518397
John Brebbia,12777,605154
Jacob Miller,sa3020111,702571
Dallas Keuchel,9434,572971
Shane Murphy,sa3020389,690294
Gus Varland,24737,681402
Hayden Juenger,sa3017103,696522
James Karinchak,20151,675916
Michael Kelly,12791,547184
Adrian Martinez,21023,661309
Jose Ruiz,14552,614179
Jonathan Hernandez,17464,642546
Winston Santos,sa3015952,692437
Jorge Alcala,19459,660896
Tim Hill,16814,657612
Trevor Gott,15046,641627
Garrett Cleavinger,17897,664076
Randy Wynne,25804,691094
Jordi Martinez,sa3006141,679025
Amir Garrett,14375,607237
Shintaro Fujinami,31839,660261
Adam Leverett,sa1169991,687190
Carl Edwards Jr.,13607,605218
Bryce Jarvis,27477,686826
Zach Plesac,19979,668676
Victor Lizarraga,sa3015220,694205
Jack Neely,30106,680891
Chad Green,15552,643338
Jose Fleury,sa3019255,800067
Chad Kuhl,14975,641771
Carlos Duran,sa3006404,679922
Cruz Noriega,sa3005702,679200
Nick Robertson,26226,687798
Brett Wichrowski,sa3023366,814489
Liam Hendriks,3548,521230
Nate Pearson,20160,663878
Matt Tabor,sa3005334,675652
Joe Gunkel,sa738176,641646
Ty Blach,14361,621389
Ryne Stanek,15947,592773
Jesse Chavez,5448,445926
Dominic Perachi,sa3020841,806270
Casey Legumina,25921,668984
Dakota Hawkins,sa3023103,809950
Aaron Rozek,sa3015224,702065
Kyle Jones,sa3020556,675781
Marc Church,26353,687847
Edgardo Henriquez,26944,683618
Andrew Saalfrank,26203,685314
Jake Walkinshaw,sa3010317,688445
Richard Bleier,7803,542947
Sammy Peralta,25589,671111
Michael Tonkin,10315,543859
Jonathan Bermudez,21241,642834
Casey Lawrence,11121,596271
Joely Rodriguez,11487,570257
Chase Shugart,21544,663767
David Parkinson,sa3004857,663982
Michel Otanez,22533,671305
Daysbel Hernandez,20271,678226
Johnny Cueto,6893,456501
Josh Taylor,17359,657031
Casey Kelly,9174,543391
Taylor Rogers,13449,573124
Evan Fitterer,sa3011433,683157
Camden Minacci,sa3022728,695229
Jake Cousins,21620,664776
Miguel Castro,15684,612434
Joey Estes,26257,683155
Kyle Amendt,sa3022904,694900
Jaime Arias,sa3014789,671142
Andrew Bash,sa3010259,687856
Drew Pomeranz,11426,519141
Jake Odorizzi,6397,543606
Ian Bedell,sa3014538,678016
Erik Swanson,16587,657024
Jose Castillo,17169,620454
Wily Peralta,7738,503449
Cole Henry,sa3014446,669371
Austin Voth,15047,608723
Connor Van Scoyoc,sa3010243,681854
Cody Sedlock,19357,642060
Lucas Luetge,8337,476595
Riley O'Brien,20348,676617
Giovanny Gallegos,14986,606149
Aaron Shortridge,sa3006759,663336
Ryan Yarbrough,16502,642232
Kyle McGowin,15071,641851
Michael Fulmer,13218,605242
Alex Troop,sa915638,675960
Ben Peoples,sa3011784,687239
Cody Bolton,23265,675989
Justin Armbruester,sa3017548,701859
Misael Tamarez,sa3009632,685377
Justin Lawrence,17639,664875
Dillon Tate,17796,622253
Trevor Brigden,sa3011481,688953
Angel Perdomo,17759,622780
Ryan Loutos,29521,702795
Brooks Raley,10061,548384
Ricky Vanasco,23391,676568
Josh Staumont,18335,622251
Tim Brennan,sa3008630,681815
Anthony Maldonado,26034,687424
Mason Fluharty,sa3020261,689254
Brandon Birdsell,sa3020797,669361
Adrian Sampson,13339,592716
Yency Almonte,15068,622075
T.J. Sikkema,sa3011191,674674
Blane Abeyta,sa3014975,686588
Duane Underwood Jr.,14677,621249
Craig Kimbrel,6655,518886
Joel Kuhnel,19995,669270
Shelby Miller,10197,571946
Ryan Jennings,sa3020634,688214
Garrett Schoenle,sa3016937,676881
Yosver Zulueta,27765,691172
Daniel Hudson,7146,543339
Yerry De Los Santos,21420,660787
Braeden Fausnaught,sa3020598,805634
Taylor Widener,19266,642203
Jaden Woods,sa3023064,692243
Emmanuel Chapman,sa3023456,820888
Ryan Rolison,sa3008244,669020
Mason Erla,sa3017685,680451
Colin Selby,24986,681882
Danny Young,18439,664849
Jack Leftwich,sa3018169,676393
Zach Maxwell,sa3020255,687209
Hagen Danner,22116,668470
Jordan Lyles,7593,543475
Sam Long,25379,669674
J.P. Feyereisen,16610,656420
Trevor Martin,sa3020608,694680
Luke Westphal,sa869541,661332
Matt Barnes,12863,598264
Kyle Finnegan,15009,640448
Emmanuel Ramirez,17304,642629
Andrew Politi,sa3007243,681555
Hunter Bigge,26259,685801
Justin Wilson,4301,458677
Jordan Geber,sa3019958,802363
Tim Mayza,15042,641835
Grant Wolfram,sa3008313,664991
Jake Bird,21267,656234
Chris Gau,sa3007728,680961
Ricardo Pinto,16318,620982
Lucas Gilbreath,21290,656458
Austin Pope,sa3010816,687166
Carlos Pena,sa3009519,685329
Nick Sandlin,20517,680704
Connor Brogdon,21205,641401
Zack Kelly,20349,677161
Griff McGarry,sa3017130,676046
Dauri Moreta,21101,664294
Wilking Rodriguez,8801,516853
Aaron Davenport,sa3017615,702126
Evan Sisk,sa3007612,681895
Easton Lucas,26058,687922
Brandon Bielak,19866,656232
Omar Cruz,sa3006971,678316
Zane Mills,sa3017535,677312
Kevin Stevens,sa3020613,805728
Tommy Romero,23465,676720
Ryan Zeferjahn,25420,666171
Emilio Pagan,14771,641941
Victor Mederos,31533,682989
Fraser Ellard,29530,686642
Seth Johnson,26020,686751
Kyle Nelson,20515,669459
Kyle Cody,19686,621129
Andrew Misiaszek,sa3010118,667280
Luis Moreno,sa3009950,691032
Raymond Burgos,22370,670103
Matt Festa,19330,670036
Nolan Hoffman,sa3007471,676510
Collin Snider,23307,676092
Dugan Darnell,sa3014876,699911
Keynan Middleton,15264,641871
Daniel Robert,21229,642016
Yerry Rodriguez,21955,666720
Jakob Hernandez,sa3004823,674342
James Gonzalez,sa3011609,686857
Josh Rogers,18510,642028
Luke Murphy,sa3017653,684665
Kendall Graveman,15514,608665
Juan Daniel Encarnacion,sa3008697,683402
Jacob Latz,21306,656641
Tyler Owens,sa3011201,687074
Anders Tolhurst,sa3019818,689434
Nick Morreale,sa3011533,687159
Nick Avila,25667,687014
Dylan Cumming,sa3020818,804706
Blaine Knight,sa3008532,667421
Nick Bennett,sa3011410,668711
Michael Byrne,sa3008227,680758
Jose Urena,11589,570632
Alex Young,18333,622065
Matt Cronin,sa3011463,669091
Cole Sulser,15256,642121
Cameron Cotter,sa3021726,694650
Reagan Todd,sa3006946,657047
Michael Mariot,10835,592527
Brendon Little,21574,663893
Tim Cate,sa3007926,669420
Zack Weiss,15444,592848
T.J. Zeuch,19269,643615
Isaiah Campbell,25551,663462
Phil Maton,18064,664208
Tayler Saucedo,17888,642048
Tyson Guerrero,sa3017140,694553
Parker Mushinski,21324,656786
Zac Kristofak,27585,670219
Angel Macuare,sa3003039,672836
Matt Sauer,22284,669422
Joe Barlow,22296,669618
Matt Frisbee,sa3006801,663735
Luke Albright,sa3017592,681475
Tejay Antone,16233,622088
Christian McGowan,sa3017896,694909
Luke Jackson,11752,592426
Jimmy Lambert,19541,669424
Cam Booser,16061,592155
Josh Simpson,sa1053035,681006
Yon Castro,sa3005848,679005
Seth Halvorsen,33294,678020
Domingo Gonzalez,sa3007495,682445
Tommy Nance,19178,667297
Ryan Long,sa3017616,702465
Mike Mayers,15451,594577
Matt Foster,19647,641582
Colten Brewer,12997,605155
Sam Armstrong,sa3023046,814098
Bennett Sousa,21345,656986
Jake Higginbotham,sa3007590,663977
Justus Sheffield,17285,656954
Zach McCambley,sa3014478,685112
David Leal,sa1171029,687578
Zach Davies,13183,605200
Garrett Davila,sa875052,663657
Tommy Doyle,21281,656382
Jimmy Herget,17556,623474
Roddery Munoz,25311,682610
Joe Elbis,sa3015216,692544
Christian Roa,sa3014477,685005
Ethan Roberts,24930,681799
Zach Franklin,sa3022735,702103
Peter Strzelecki,21367,657265
Carson Coleman,sa3014857,679693
Hayden Seig,sa3018115,688274
Riley Thompson,sa876287,663929
Sam Gardner,sa3021721,814217
John O'Reilly,sa3008134,682615
Anthony Misiewicz,18152,664948
Lane Ramsey,25071,682010
Alek Jacob,29628,689690
Bryan King,25890,687911
Eric Reyzelman,sa3020611,801432
Vladimir Gutierrez,19278,661269
Hayden Harris,sa3019913,802686
Kevin Miranda,sa3020757,806656
Adam Plutko,15846,592644
Corey Knebel,15010,608349
Dylan Covey,14825,592229
Anderson Pilar,sa917899,666768
Tyler Jay,17952,664079
Garrett Hill,25097,682051
Luis Contreras,25839,664351
Paul Gervase,sa3019957,801434
Nick Payero,sa3022956,809579
Chris Rodriguez,22310,669735
Karl Kauffmann,27488,666154
George Soriano,21863,666277
Yohan Ramirez,19444,670990
Logan Gragg,sa3010306,685401
Mason Green,sa3017717,679057
Luke Barker,19609,673316
Travis MacGregor,sa917950,669740
Lou Trivino,15043,642152
Gavin Hollowell,25427,668970
Mauricio Llovera,20080,661440
Lucas Knowles,sa3011676,686731
Adisyn Coffey,sa3014738,676249
Seth Martinez,21045,661527
Tyler Matzek,10058,554431
Luis Ledo,sa740812,644396
Joey Mancini,sa3020858,686223
Cameron Foster,sa3020735,671382
Joe La Sorsa,25481,686747
Ben Kudrna,sa3018253,695667
James Meeker,29891,703231
Corbin Martin,19884,656686
Burch Smith,12784,572143
Connor Cooke,sa3017822,701566
Art Warren,18251,605521
Anthony Gose,5097,543238
Nick Vespi,21093,663989
Eric Orze,27626,679358
Grant Holman,30002,680880
Francisco Perez,21018,660906
Grant Hartwig,29946,701643
Daniel Missaki,sa741947,627392
Sean Reynolds,22253,669308
Jacob Misiorowski,sa3020644,694819
Steven Cruz,23165,674444
Zach Pop,20185,647315
Brent Honeywell,16466,641703
Matt Andriese,12022,542882
Josimar Cousin,sa3021579,814300
John Stankiewicz,sa3016001,694496
Juan Hillman,sa874796,663535
Drew Parrish,sa3011395,669283
Nick Fraze,sa3010250,684946
Matt Gage,17381,657424
Justin Bruihl,23779,677865
Nolan Blackwood,sa874212,670154
Antonio Jimenez,sa3008074,682607
Blake Beers,sa3018004,676275
Devin Sweet,25348,682967
Michael Mercado,23223,675650
Troy Miller,sa3008453,663632
Tyler Danish,15126,641501
Devin Smeltzer,19487,656970
Nick Anderson,18337,623433
Enyel De Los Santos,18403,660853
Alex Speas,21859,666208
Tyler Kinley,18297,641755
Zach Brzykcy,27783,694350
Conner Greene,16455,641632
Mitch Neunborn,sa3021722,666748
Jesse Hahn,13287,534910
Logan Clayton,sa3020890,700875
Vinny Nittoli,16754,657697
Trey McLoughlin,sa3017277,694381
Chris Stratton,13761,608717
Wilkel Hernandez,sa918026,665859
Alex Santos II,sa3014684,691012
Alec Gamboa,sa3011249,687941
Justin Anderson,16201,605121
Logan Gillaspie,22461,670810
Dalton Moats,sa738506,641889
Rico Garcia,20023,670329
Jake Palisch,sa3020249,669449
Blake Whitney,sa3007966,681407
Tyler Beede,16981,595881
T.J. Brock,sa3020079,697813
Jeff Lindgren,25830,689167
Brad Wieck,16390,623364
Steven Jennings,sa3004812,675651
Adam Oller,20132,670124
Ben Leeper,sa3014907,663510
Jesus Liranzo,sa658076,622338
Anderson Bido,sa3004204,675525
Jaylen Nowlin,sa3017978,701549
Yoniel Curet,sa3015446,692414
Michael Darrell-Hicks,sa3020438,690382
Austin Warren,24937,681810
Brad Deppermann,sa3011801,656368
Wandy Peralta,14295,593974
Dominic Leone,13763,608678
Paul Campbell,22248,669294
Cody Stashak,18088,664054
Jose Cisnero,6399,542585
Grant Gavin,sa918674,667050
Isaac Mattson,20385,676755
Antoine Kelly,sa3011135,681520
Nate Peterson,sa3020804,685396
Robert Gsellman,13696,607229
Michael Rucker,19454,621074
Tyler Schoff,sa3017545,694887
Carlo Reyes,sa3008713,683689
Colby White,sa3011200,686831
Wilfredo Pereira,sa917136,668579
Ross Carver,sa3017069,687102
Nick Jones,sa3017419,694559
Chasen Shreve,10855,592741
John Rooney,sa3008417,680701
Miguel Ullola,sa3016504,699044
Junior Santos,sa3005470,681744
Joey Gerber,24591,680702
Tom Cosgrove,23443,676680
Luis Guerrero,31184,692285
Ryan Borucki,16350,621366
T.J. McFarland,3237,519008
Nick Hernandez,19281,663321
Tristan Garnett,sa3017473,702911
Reggie Crawford,sa3020457,686846
Enoli Paredes,20447,660600
Tyler Woessner,sa3020171,681216
Brady Feigl,15968,621399
Rodney Theophile,sa3008228,682496
Ryan Hennen,sa3018277,802402
Devereaux Harrison,sa3020259,687288
Zach Agnos,sa3020560,688642
Joe Record,sa3008619,682489
Jake Sommers,sa3010778,667563
Nolan Watson,sa874732,663649
Julio Teheran,6797,527054
Trevin Michael,sa3020400,800723
Kyle Backhus,sa3017068,679775
Jose Acuna,sa3015331,691641
Ryder Ryan,19891,656924
Carson Skipper,sa3020451,702297
Collin Lowe,sa3019850,806331
Andrew Quezada,sa3009858,676768
Hector Neris,11804,593576
Steven Okert,13580,595345
Tyler Samaniego,sa3017876,701719
Tyler Eckberg,sa3017365,690501
Cooper Hjerpe,sa3020736,687309
Sauryn Lao,sa917331,666659
Adam Laskey,sa3014851,669445
Patrick Halligan,sa3017319,701856
Ryan Brady,sa3020313,676433
Clayton Andrews,23631,677076
Anthony Hoopii-Tuionetoa,sa3015298,681896
Collin Baumgartner,sa3023002,694677
Danny Duffy,3542,518633
Levi Stoudt,25650,686651
Jordan Leasure,29950,673929
Francis Pena,sa3019374,800212
Bryce Bonnin,sa3014453,675655
Logan Boyer,sa3015002,669188
Aaron Brooks,12272,605156
Kaleb Ort,20061,672391
Nash Walters,25413,663534
Nolan Clenney,sa3015328,669639
Geoff Hartlieb,19558,664129
Michael Petersen,20827,656848
JT Chargois,13767,608638
Tayron Guerrero,11691,594027
Jackson Wolf,29832,680232
Colin Poche,19403,621363
Trent Baker,sa3017504,694536
Logan Rinehart,sa3010255,686827
Will Klein,27787,694361
Lake Bachar,19222,669199
Dylan Spain,sa3017134,688125
Jake McSteen,sa3015087,701151
Francisco Morales,22913,672839
Ryan Boyer,sa3018151,801682
Tyler Ferguson,19481,621053
Chris Devenski,12763,606965
Konnor Ash,sa3017503,680089
John McMillon,27942,669111
Michael Cuevas,sa3011437,689821
Ryan Miller,22187,668943
Robby Ahlstrom,sa3018193,695239
Efrain Contreras,sa3005692,678713
Layne Henderson,sa3007718,668203
Eric Silva,sa3017965,696150
Jose Marte,21761,665896
Bryce Tassin,sa3010814,687001
Justin King,sa3018278,659381
Alejandro Melean,sa3006815,678287
Brian Moran,9646,572383
Cesar Gomez,sa3014799,685461
Moises Chace,sa3015346,691330
Will Smith,8048,519293
Chase Cohen,sa3007477,681484
Matt Moore,1890,519043
Ryan Bourassa,sa3022947,802180
Justin Yeager,sa3010825,687866
Anthony Simonelli,sa3017312,690206
John Curtiss,16128,595928
Chris Roycroft,31261,688297
Brody Rodning,sa3004591,676697
Thaddeus Ward,21513,663658
Leonardo Pestana,sa3005456,679758
Matt Russell,sa3017256,677066
Ty Buttrey,14719,621142
Ken Giles,12910,571704
Magnus Ellerts,sa3020813,701884
Spencer Stockton,sa3011500,691526
Kevin Gowdy,sa917928,666151
Jay Jackson,7432,543351
Juan Then,22828,672730
Andrew Suarez,18300,605498
Luis Quinones,sa1170867,687879
Ryan Anderson,sa1172845,669243
McKinley Moore,25663,686842
Alan Busenitz,15239,641427
Yunior Marte,sa3018367,805074
Nick Hull,sa3020624,701314
Tyler Duffey,13758,608648
Mason Hickman,sa3015033,668971
M.D. Johnson,sa3010364,668724
Sean Harney,sa3020472,686184
Evan Gates,sa3017311,688753
Noah Skirrow,sa3014845,659418
Eric Cerantola,sa3017914,672021
Jon Duplantier,19546,641541
Aaron Hernandez,sa3008599,669443
Tanner Burns,sa3014451,669142
Justin Sterner,27694,686993
Trey Supak,sa828707,657022
Adam Cimber,15288,643256
Rafael Montero,12760,606160
Jake Miller,sa3018171,681313
Brett de Geus,23592,676969
Baron Stuart,sa3020888,685067
Ryan Carpenter,12699,543001
Josh James,16794,657624
Manuel Espinoza,sa3010242,678429
Richard Guasch,sa3008434,683014
Marquis Grissom Jr.,sa3020312,671726
Beau Burrows,18873,663366
Brady Choban,sa3023212,813882
Tanner Andrews,sa3007850,681084
Troy Watson,sa3007249,681890
Taylor Rashi,sa3011597,688497
Drake Fellows,sa3015208,666148
Hunter McMahon,sa3010658,684937
David Griffin,sa3015136,701803
Ian Clarkin,sa737534,624420
Yovanny Cruz,sa3002951,672442
Blake Weiman,sa3004211,676620
Deivi Garcia,20276,665620
Tyler Thomas,sa873974,668869
PJ Poulin,sa3007223,676571
Ryan Garcia,sa3011190,674114
Raul Brito,sa928287,669993
Taylor Lehman,sa3007834,656647
Kade Strowd,sa3011418,669704
Jack Anderson,sa3017872,681252
Zach Haake,sa3008523,676252
Ronan Kopp,sa3017751,691947
Erich Uelmen,20323,657272
Angel Chivilli,26790,683409
Darrell Thompson,sa3020814,703710
Kyle Hill,sa3009922,663540
Tyler McKay,sa3007851,681473
Lucas Wepf,sa3020704,689233
Mat Olsen,sa3017882,695296
Daison Acosta,sa944989,670897
Austin Kitchen,27910,685116
Matt Seelinger,sa3004483,676910
Grant Anderson,20546,681982
Adonis Medina,19903,658431
Thyago Vieira,14510,600986
CJ Van Eyk,sa3014713,669310
Jimmy Robbins,sa3011145,687934
Luis Peralta,24203,678821
Jaden Hill,30250,677955
Bailey Horn,27753,690544
Nick Burdi,16074,595897
Woo-Suk Go,sa3012630,808970
Ryan Jensen,sa3011496,686754
Alex Mauricio,sa3004337,676089
Kaleb Bowman,sa3020745,689337
Nick Raquet,sa3004658,675919
Brooks Wilson,sa3006966,676570
Eric Adler,sa3020592,688328
Raffi Vizcaino,sa736742,642563
John Doxakis,sa1115967,669648
Christopher Troye,sa3017530,671220
Jeff Belge,sa3011231,666122
Matthew Thompson,sa3011866,683010
Rafael Marcano,sa3008330,680632
Braydon Fisher,sa3007929,680755
Jerming Rosario,sa3008678,682645
Jhancarlos Lara,sa3019367,702910
Tyler Myrick,sa3017541,686924
Josh Green,sa3006701,681401
Oddanier Mosqueda,sa917882,665996
Aaron Sanchez,11490,592717
Lucas Sims,13470,608371
Reggie Lawson,sa917951,666156
Luarbert Arias,sa3007599,678215
Jacob Bosiokovic,sa918394,670109
Zach Jackson,19493,667427
Hunter Parsons,sa3011606,663500
Houston Harding,sa3017820,699613
Daniel Juarez,sa3011139,684483
Hunter Gregory,sa3017754,695347
RJ Petit,sa3017848,696275
Evan Kravetz,27536,667478
Christian Montes De Oca,sa3018207,801216
Amos Willingham,26128,686294
Jack Weisenburger,sa3011607,674073
Carlos Espinosa,sa3019549,800514
Max Roberts,sa3004014,676611
Skylar Hales,sa3022739,813766
Matt Svanson,sa3017070,694335
Samuel Reyes,sa3003036,672795
Ryan Och,sa3017146,701000
Dahian Santos,sa3015282,692479
Thomas Ponticelli,sa3007730,681856
Austin Adams,13801,613534
Jarret Whorff,sa3020905,806337
Evan Reifert,sa3014860,682126
Bradgley Rodriguez,sa3016035,699134
Mason Albright,sa3017847,695476
Enmanuel Mejia,sa3009262,684871
Daniel Camarena,14467,547176
Shane Greene,10756,572888
Caleb Bolden,sa3020463,676700
Aidan Anderson,sa3011250,689379
Nick Merkel,sa3019962,806581
Jose Cuas,17701,621016
Benito Garcia,sa3005891,681740
Chris Kachmar,sa1170503,690148
Brooks Kriske,21189,621139
Joe Jacques,25178,682175
Ray Gaither,sa3017270,668877
Travis Lakins Sr.,18600,664042
Nick Wittgren,15594,621295
Carlos Vargas,22915,672841
Tim Naughton,sa3004713,676987
Jake Walsh,20227,673904
Kyle Whitten,sa3016936,671093
Matt Koch,13420,571863
CD Pelham,19820,641962
Morgan McSweeney,sa3010781,669682
Theo Denlinger,sa3016908,690281
Davis Sharpe,sa3018112,681571
Tyler Burch,sa1172727,688889
Matt Bowman,13528,621199
Cole McDonald,sa3010652,680423
Tristan Stivors,sa3020325,690086
Dan Altavilla,16507,656186
Riley Martin,sa3017601,702303
Drew Smith,17755,622098
Houston Roth,sa3011527,674175
Troy Taylor,31883,700187
Ty Adcock,25651,686654
Hobie Harris,18615,665048
Jacob Barnes,12323,606930
Yorlin Calderon,sa3010371,683583
Caleb Baragar,19231,670056
Nick Mikolajchak,sa3010303,679777
Stevie Emanuels,sa3014698,669434
Cam Sanders,sa3008067,676742
Eddy Demurias,sa3007852,681493
Stephen Nogosek,19545,668665
Scott McGough,12056,543518
Genesis Cabrera,17490,650893
Jeffrey Colon,sa3006421,681738
Kirby Snead,19179,669912
Reidis Sena,sa3009626,684128
Yacksel Rios,15007,605441
Chase Costello,sa3020799,680774
Nicholas Padilla,21327,656820
Jake Diekman,5003,518617
Stephen Gonsalves,15492,624427
Victor Gonzalez,16408,624647
Trevor Clifton,sa737901,641461
Fineas Del Bonta-Smith,sa3010821,687486
Austin Roberts,sa3010254,686762
Keagan Gillies,sa3017686,687482
Bradley Brehmer,sa3020828,682017
Trey Wingenter,17793,622259
Logan VanWey,sa3019956,701121
Braxton Roxby,sa3014811,694820
Tanner Myatt,sa3007719,669251
Justin Meis,sa3017207,701568
Rolddy Munoz,sa3011575,691548
Paul Fry,15832,643316
Blake Goldsberry,sa3014978,688910
Ricardo Velez,sa3017602,703106
Seth Lonsway,sa3017857,675920
Orlando Ribalta,26247,687377
Cole Ayers,sa3018791,681408
Kolton Ingram,26068,688427
Ben Heller,15100,621294
