,Pitcher,Team,FGID,SAVID,TBF,IP,GS,H,R,W,QS,SV,ER,HR,HR/9,K%,K/9,K,BB,BB/9,BB%,HBP,1B,2B,3B,ERA,WHIP,GB%,LD%,FB%,FB,GB,LD,Unnamed: 0,System,ADP,xMLBAMID,L,G,HLD,BS,IBB,K/BB,K-BB%,AVG,BABIP,LOB%,FIP,MLBID,$,Deep $
516,Sean Reid-Foley,NYM,17034,656887.0,156.0,35.5,0.0,27.92,16.49,0.0,0.0,0.0,15.0,4.0,1.0,0.278,10.9,43.0,19.0,4.8,0.122,1.0,18.400000000000002,5.5200000000000005,0.0,3.8,1.32,0.461,0.24,0.239,23.453,41.877,22.56,,,,,,,,,,,,,,,,,1.0,1.99
517,Adam Oller,MIA,20132,670124.0,160.542,35.3,5.0,35.519999999999996,21.34,1.0,1.8,0.0,20.0,6.0,1.5,0.183,7.4,29.0,18.0,4.6,0.112,1.0,21.16,7.36,1.0,5.1,1.52,0.357,0.236,0.309,32.302699,44.678777,27.022996,,,,,,,,,,,,,,,,,1.0,2.35
518,Steven Cruz,KC,23165,674444.0,155.0,35.0,0.0,29.84,17.46,0.0,0.0,0.0,16.0,4.0,1.0,0.246,9.8,38.0,18.0,4.6,0.114,2.0,19.32,5.5200000000000005,1.0,4.11,1.37,0.502,0.231,0.214,23.462999999999997,46.134,23.3145,,,,,,,,,,,,,,,,,1.0,1.56
519,Tom Cosgrove,SD,23443,676680.0,152.0,35.0,0.0,31.680000000000003,18.43,0.0,0.0,0.0,17.0,5.0,1.3,0.214,8.5,33.0,13.0,3.3,0.085,5.0,20.240000000000002,6.44,0.0,4.37,1.28,0.386,0.241,0.29,29.150000000000002,43.248000000000005,25.493,,,,,,,,,,,,,,,,,1.0,1.54
520,Max Kranick,NYM,22175,668820.0,154.0,34.9,0.0,33.6,18.43,0.0,0.0,0.0,17.0,5.0,1.3,0.187,7.5,29.0,13.0,3.4,0.086,2.0,21.16,6.44,1.0,4.38,1.34,0.408,0.244,0.274,29.904000000000003,46.928,27.104,,,,,,,,,,,,,,,,,1.0,1.38
521,Ryan Yarbrough,TOR,16502,642232.0,152.0,34.9,1.0,35.44,19.4,0.0,0.4,0.0,18.0,6.0,1.5,0.177,7.0,27.0,10.0,2.6,0.063,4.0,22.080000000000002,7.36,0.0,4.64,1.3,0.396,0.24,0.283,31.222499999999997,47.495000000000005,27.599999999999998,,,,,,,,,,,,,,,,,1.0,1.26
522,Luke Little,CHC,28036,681432.0,151.0,34.8,0.0,29.84,18.43,0.0,0.0,0.0,17.0,4.0,1.0,0.273,10.6,41.0,16.0,4.1,0.105,5.0,19.32,5.5200000000000005,1.0,4.4,1.32,0.578,0.219,0.171,20.257,47.376,21.572999999999997,,,,,,,,,,,,,,,,,1.0,1.55
523,Yoendrys Gomez,NYY,22872,672782.0,152.0,34.8,0.0,28.92,17.46,0.0,0.0,0.0,16.0,5.0,1.3,0.259,10.1,39.0,16.0,4.1,0.104,2.0,18.400000000000002,5.5200000000000005,0.0,4.14,1.29,0.413,0.244,0.271,25.753500000000003,40.8855,23.474,,,,,,,,,,,,,,,,,1.0,1.75
524,Luis Guerrero,BOS,31184,692285.0,152.0,34.8,0.0,28.92,17.46,0.0,0.0,0.0,16.0,4.0,1.0,0.291,11.4,44.0,17.0,4.4,0.114,2.0,17.48,6.44,1.0,4.14,1.32,0.422,0.243,0.266,23.933,38.766,21.976499999999998,,,,,,,,,,,,,,,,,1.0,1.74
525,Eduard Bazardo,SEA,20997,660825.0,147.0,34.7,0.0,29.84,15.52,0.0,0.0,0.0,14.0,5.0,1.3,0.242,9.3,36.0,11.0,2.9,0.076,1.0,19.32,5.5200000000000005,0.0,3.63,1.18,0.424,0.244,0.264,26.200000000000003,42.699999999999996,24.2,,,,,,,,,,,,,,,,,1.0,2.31
526,Tyler Zuber,NYM,20379,676604.0,153.0,34.7,0.0,30.76,17.46,0.0,0.0,0.0,16.0,5.0,1.3,0.222,8.8,34.0,15.0,3.9,0.098,2.0,20.240000000000002,5.5200000000000005,0.0,4.15,1.32,0.418,0.243,0.268,27.456000000000003,44.096,25.116,,,,,,,,,,,,,,,,,1.0,1.65
527,Ron Marinaccio,SD,23488,676760.0,151.0,34.6,0.0,28.0,18.43,0.0,0.0,0.0,17.0,5.0,1.3,0.262,10.4,40.0,17.0,4.4,0.111,5.0,17.48,5.5200000000000005,0.0,4.42,1.3,0.397,0.24,0.282,25.474,38.869,22.56,,,,,,,,,,,,,,,,,1.0,1.59
528,Bennett Sousa,HOU,21345,656986.0,149.0,34.5,0.0,30.76,16.49,0.0,0.0,0.0,15.0,4.0,1.0,0.221,8.6,33.0,12.0,3.1,0.082,1.0,20.240000000000002,5.5200000000000005,1.0,3.91,1.24,0.497,0.235,0.215,24.7,48.204,24.7,,,,,,,,,,,,,,,,,1.0,1.84
529,Quinn Priester,BOS,25977,682990.0,154.0,34.3,1.0,37.28,19.4,0.0,0.3,0.0,18.0,5.0,1.3,0.162,6.6,25.0,12.0,3.1,0.081,2.0,23.92,7.36,1.0,4.72,1.44,0.537,0.23,0.194,26.559,56.569500000000005,27.494999999999997,,,,,,,,,,,,,,,,,1.0,1.0
530,Michael Mercado,PHI,23223,675650.0,149.0,34.1,1.0,30.84,17.46,0.0,0.2,0.0,16.0,5.0,1.3,0.237,9.2,35.0,14.0,3.7,0.094,2.0,19.32,5.5200000000000005,1.0,4.22,1.31,0.44,0.241,0.254,25.7,43.5,24.05,,,,,,,,,,,,,,,,,1.0,1.57
531,Dillon Tate,FA,17796,622253.0,147.0,34.0,0.0,33.52,17.46,0.0,0.0,0.0,16.0,4.0,1.1,0.196,7.7,29.0,10.0,2.6,0.071,4.0,22.080000000000002,6.44,1.0,4.24,1.28,0.565,0.22,0.179,23.706,53.73,24.839999999999996,,,,,,,,,,,,,,,,,1.0,1.58
532,Luis Contreras,HOU,25839,664351.0,149.0,33.8,0.0,30.84,18.43,0.0,0.0,0.0,17.0,5.0,1.3,0.221,8.8,33.0,15.0,4.0,0.101,2.0,19.32,5.5200000000000005,1.0,4.53,1.36,0.431,0.242,0.261,26.3105,43.4805,24.340999999999998,,,,,,,,,,,,,,,,,1.0,1.32
533,Steven Wilson,CWS,20353,621051.0,149.0,33.6,0.0,28.0,17.46,0.0,0.0,0.0,16.0,5.0,1.3,0.228,9.1,34.0,18.0,4.8,0.119,2.0,17.48,5.5200000000000005,0.0,4.29,1.37,0.257,0.218,0.383,31.1855,33.319500000000005,22.212999999999997,,,,,,,,,,,,,,,,,1.0,1.48
534,Jaden Hill,COL,30250,677955.0,144.0,33.5,0.0,28.92,16.49,0.0,0.0,0.0,15.0,4.0,1.1,0.284,11.0,41.0,14.0,3.8,0.095,2.0,18.400000000000002,5.5200000000000005,1.0,4.03,1.28,0.549,0.224,0.191,20.0695,43.56550000000001,20.648,,,,,,,,,,,,,,,,,1.0,1.92
535,Orlando Ribalta,WSH,26247,687377.0,143.0,33.4,0.0,24.240000000000002,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.1,0.301,11.6,43.0,16.0,4.3,0.113,2.0,15.64,4.6000000000000005,0.0,3.5,1.2,0.355,0.236,0.31,23.94,32.97,19.991999999999997,,,,,,,,,,,,,,,,,1.0,2.29
536,James McArthur,KC,21527,663704.0,139.0,33.1,0.0,30.76,15.52,0.0,0.0,0.0,14.0,4.0,1.1,0.218,8.2,30.0,7.0,1.9,0.047,2.0,20.240000000000002,5.5200000000000005,1.0,3.81,1.14,0.522,0.226,0.205,23.715,48.552,23.766,,,,,,,,,,,,,,,,,1.0,2.14
537,Chris Flexen,CHC,13896,623167.0,145.443,33.1,2.0,31.76,17.46,1.0,0.9,0.0,16.0,5.0,1.4,0.177,7.1,26.0,12.0,3.3,0.085,1.0,20.240000000000002,5.5200000000000005,1.0,4.35,1.32,0.372,0.24,0.299,30.0303185,43.08464300000001,25.786320000000003,,,,,,,,,,,,,,,,,1.0,1.52
538,Alex Lange,DET,19883,656638.0,145.0,33.0,0.0,28.000000000000004,17.46,0.0,0.0,2.0,16.0,4.0,1.1,0.256,10.1,37.0,17.0,4.6,0.115,3.0,18.400000000000002,4.6000000000000005,1.0,4.36,1.36,0.522,0.226,0.205,21.1575,43.315999999999995,21.203,,,,,,,,,,,,,,,,,1.0,1.6
539,Sam Bachman,LAA,29754,696147.0,148.0,32.9,0.0,31.68,17.46,0.0,0.0,0.0,16.0,4.0,1.1,0.183,7.4,27.0,15.0,4.1,0.098,2.0,21.16,5.5200000000000005,1.0,4.38,1.42,0.561,0.22,0.185,23.585,52.523,24.38,,,,,,,,,,,,,,,,,1.0,1.22
540,Scott Blewett,MIN,16427,656240.0,145.0,32.8,0.0,31.680000000000003,17.46,0.0,0.0,0.0,16.0,4.0,1.1,0.2,8.0,29.0,13.0,3.6,0.089,2.0,20.240000000000002,6.44,1.0,4.39,1.36,0.494,0.237,0.215,24.4625,47.586,24.5655,,,,,,,,,,,,,,,,,1.0,1.36
541,Dauri Moreta,PIT,21101,664294.0,138.0,32.8,0.0,26.080000000000002,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.1,0.288,11.0,40.0,12.0,3.3,0.088,2.0,16.560000000000002,5.5200000000000005,0.0,3.57,1.16,0.371,0.238,0.301,24.122999999999998,34.443,20.554,,,,,,,,,,,,,,,,,1.0,2.39
542,Joe Kelly,FA,9761,523260.0,141.0,32.7,0.0,26.000000000000004,14.549999999999999,0.0,0.0,0.0,13.0,3.0,0.8,0.267,10.5,38.0,14.0,3.9,0.102,3.0,18.400000000000002,4.6000000000000005,0.0,3.58,1.22,0.578,0.219,0.171,19.1795,44.856,20.4255,,,,,,,,,,,,,,,,,1.0,2.25
543,Jackson Rutledge,WSH,26215,671131.0,141.0,32.4,2.0,31.76,17.46,0.0,0.7,0.0,16.0,5.0,1.4,0.189,7.5,27.0,11.0,3.1,0.076,3.0,19.32,6.44,1.0,4.44,1.32,0.337,0.236,0.322,29.973000000000003,39.5005,24.514,,,,,,,,,,,,,,,,,1.0,1.31
544,Josh Sborz,TEX,18323,622250.0,138.0,32.4,0.0,27.0,14.549999999999999,0.0,0.0,2.0,13.0,4.0,1.1,0.266,10.3,37.0,12.0,3.3,0.09,0.0,17.48,5.5200000000000005,0.0,3.61,1.2,0.41,0.244,0.273,23.718500000000002,37.379999999999995,21.538,,,,,,,,,,,,,,,,,1.0,2.33
545,Trevor McDonald,SF,26448,686790.0,144.0,32.4,0.0,32.6,17.46,0.0,0.0,0.0,16.0,4.0,1.1,0.193,7.8,28.0,13.0,3.6,0.091,2.0,21.16,6.44,1.0,4.44,1.41,0.578,0.216,0.173,22.2995,51.912,23.483999999999998,,,,,,,,,,,,,,,,,1.0,1.14
546,Tyler Matzek,NYY,10058,554431.0,142.0,32.1,0.0,27.080000000000002,16.49,0.0,0.0,0.0,15.0,5.0,1.4,0.241,9.5,34.0,16.0,4.5,0.111,1.0,16.560000000000002,5.5200000000000005,0.0,4.21,1.34,0.36,0.237,0.308,26.128000000000004,36.34,21.942,,,,,,,,,,,,,,,,,1.0,1.53
547,Robert Stephenson,LAA,13594,596112.0,132.0,31.9,0.0,25.240000000000002,13.58,0.0,0.0,0.0,13.0,5.0,1.4,0.287,10.7,38.0,9.0,2.5,0.07,0.0,15.64,4.6000000000000005,0.0,3.67,1.07,0.332,0.237,0.327,24.947499999999998,32.385,20.2725,,,,,,,,,,,,,,,,,1.0,2.46
548,Justin Wrobleski,LAD,31204,680736.0,139.0,31.9,1.0,28.0,15.52,0.0,0.3,0.0,14.0,5.0,1.4,0.199,7.9,28.0,12.0,3.4,0.089,1.0,17.48,5.5200000000000005,0.0,3.95,1.25,0.304,0.234,0.345,29.947499999999998,36.333,23.462999999999997,,,,,,,,,,,,,,,,,1.0,1.83
549,Enyel De Los Santos,ATL,18403,660853.0,138.0,31.8,0.0,28.92,15.52,0.0,0.0,0.0,14.0,5.0,1.4,0.238,9.3,33.0,11.0,3.1,0.083,2.0,18.400000000000002,5.5200000000000005,0.0,3.96,1.26,0.398,0.243,0.28,25.380000000000003,38.916000000000004,22.701,,,,,,,,,,,,,,,,,1.0,1.89
550,Jonathan Bowlan,KC,24607,680742.0,136.0,31.6,1.0,28.0,15.52,0.0,0.3,0.0,14.0,4.0,1.1,0.241,9.4,33.0,12.0,3.4,0.091,1.0,17.48,5.5200000000000005,1.0,3.99,1.27,0.449,0.239,0.25,23.205000000000002,39.9945,21.7945,,,,,,,,,,,,,,,,,1.0,1.88
551,Genesis Cabrera,NYM,17490,650893.0,139.0,31.5,0.0,28.92,16.49,0.0,0.0,0.0,15.0,5.0,1.4,0.21,8.3,29.0,13.0,3.7,0.09,2.0,18.400000000000002,5.5200000000000005,0.0,4.29,1.33,0.405,0.244,0.276,25.996000000000002,40.497499999999995,23.474,,,,,,,,,,,,,,,,,1.0,1.55
552,Shawn Dubin,HOU,24977,681869.0,139.0,31.5,0.0,27.0,15.52,0.0,0.0,0.0,14.0,4.0,1.1,0.238,9.4,33.0,15.0,4.3,0.109,2.0,17.48,5.5200000000000005,0.0,4.0,1.33,0.423,0.244,0.264,23.842000000000002,38.8115,22.022,,,,,,,,,,,,,,,,,1.0,1.76
553,Eric Orze,TB,27626,679358.0,134.0,31.4,0.0,25.160000000000004,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.1,0.283,10.9,38.0,13.0,3.7,0.099,1.0,16.560000000000002,4.6000000000000005,0.0,3.73,1.22,0.505,0.228,0.214,19.671,38.8025,19.421999999999997,,,,,,,,,,,,,,,,,1.0,2.07
554,Evan Justice,COL,30008,687145.0,149.0,31.3,0.0,28.92,19.4,0.0,0.0,0.0,18.0,4.0,1.2,0.214,9.2,32.0,24.0,6.9,0.161,2.0,18.400000000000002,5.5200000000000005,1.0,5.18,1.69,0.531,0.232,0.196,21.204,44.6865,21.948,,,,,,,,,,,,,,,,,1.0,1.0
555,Ben Casparius,LAD,30085,676508.0,136.0,31.2,1.0,26.080000000000002,14.549999999999999,0.0,0.2,0.0,13.0,4.0,1.2,0.251,9.8,34.0,14.0,4.0,0.106,1.0,16.560000000000002,5.5200000000000005,0.0,3.75,1.28,0.428,0.242,0.262,22.968,37.752,21.208,,,,,,,,,,,,,,,,,1.0,1.9
556,Cody Bolton,SEA,23265,675989.0,136.0,31.0,0.0,27.92,15.52,0.0,0.0,0.0,14.0,4.0,1.2,0.21,8.4,29.0,13.0,3.8,0.096,1.0,18.400000000000002,5.5200000000000005,0.0,4.06,1.32,0.456,0.239,0.244,23.688,41.642,22.512999999999998,,,,,,,,,,,,,,,,,1.0,1.63
557,Cooper Criswell,BOS,24975,681867.0,136.0,30.7,3.0,31.680000000000003,16.49,1.0,0.9,0.0,15.0,4.0,1.2,0.182,7.3,25.0,10.0,2.9,0.073,3.0,20.240000000000002,6.44,1.0,4.4,1.36,0.485,0.239,0.22,24.24,46.2075,24.1895,,,,,,,,,,,,,,,,,1.0,3.29
558,Clayton Beeter,NYY,27494,690925.0,131.0,30.5,0.0,23.32,13.58,0.0,0.0,0.0,13.0,4.0,1.2,0.295,11.5,39.0,14.0,4.1,0.105,1.0,14.72,4.6000000000000005,0.0,3.84,1.22,0.432,0.242,0.259,20.241,33.618,18.798,,,,,,,,,,,,,,,,,1.0,1.98
559,Penn Murfee,CWS,25174,682171.0,128.0,30.5,0.0,24.240000000000002,13.58,0.0,0.0,0.0,13.0,4.0,1.2,0.271,10.3,35.0,10.0,3.0,0.075,1.0,15.64,4.6000000000000005,0.0,3.84,1.12,0.367,0.239,0.302,23.323000000000004,33.0755,19.8785,,,,,,,,,,,,,,,,,1.0,2.13
560,Daniel Robert,TEX,21229,642016.0,131.0,30.4,0.0,24.240000000000002,13.58,0.0,0.0,0.0,13.0,4.0,1.2,0.276,10.7,36.0,13.0,3.8,0.1,1.0,15.64,4.6000000000000005,0.0,3.85,1.23,0.42,0.244,0.266,21.566000000000003,34.85,19.844,,,,,,,,,,,,,,,,,1.0,1.95
561,Trevor Stephan,CLE,19932,663986.0,128.0,30.3,0.0,23.240000000000002,12.61,0.0,0.0,0.0,12.0,3.0,0.9,0.277,10.4,35.0,11.0,3.3,0.085,2.0,15.64,4.6000000000000005,0.0,3.56,1.13,0.443,0.241,0.253,21.033,35.793,19.721,,,,,,,,,,,,,,,,,1.0,2.29
562,Jordan Weems,ATL,13190,607179.0,137.054,30.3,0.0,29.92,17.46,0.0,0.0,0.0,16.0,5.0,1.5,0.201,8.3,28.0,15.0,4.5,0.112,1.0,18.400000000000002,5.5200000000000005,1.0,4.75,1.48,0.382,0.242,0.291,25.911876999999997,38.185924,22.667013999999998,,,,,,,,,,,,,,,,,1.0,1.0
563,Daniel Palencia,CHC,27914,694037.0,131.0,30.1,0.0,26.160000000000004,15.52,0.0,0.0,0.0,14.0,4.0,1.2,0.25,9.9,33.0,13.0,3.9,0.1,2.0,16.560000000000002,4.6000000000000005,1.0,4.19,1.3,0.438,0.242,0.255,21.8875,36.89,20.485,,,,,,,,,,,,,,,,,1.0,1.63
564,Anthony Maldonado,OAK,26034,687424.0,129.33,30.1,1.0,27.92,14.549999999999999,0.0,0.4,0.0,13.0,4.0,1.2,0.205,8.1,27.0,9.0,2.7,0.071,1.0,18.400000000000002,5.5200000000000005,0.0,3.89,1.23,0.454,0.239,0.245,23.565825000000004,41.25186000000001,22.352535000000003,,,,,,,,,,,,,,,,,1.0,1.88
565,Ross Stripling,KC,13273,548389.0,130.0,30.0,3.0,30.680000000000003,14.549999999999999,1.0,1.1,0.0,13.0,4.0,1.2,0.159,6.3,21.0,7.0,2.1,0.054,1.0,20.240000000000002,6.44,0.0,3.9,1.26,0.438,0.242,0.255,26.265,44.268,24.582,,,,,,,,,,,,,,,,,1.0,3.68
566,Giovanny Gallegos,LAD,14986,606149.0,126.0,30.0,0.0,25.240000000000002,13.58,0.0,0.0,0.0,13.0,5.0,1.5,0.264,9.9,33.0,9.0,2.7,0.071,0.0,15.64,4.6000000000000005,0.0,3.9,1.14,0.363,0.238,0.306,23.772000000000002,33.306,20.076,,,,,,,,,,,,,,,,,1.0,2.1
568,Connor Gillispie,MIA,26171,687362.0,130.0,29.9,0.0,26.080000000000002,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.2,0.239,9.3,31.0,12.0,3.6,0.094,1.0,16.560000000000002,5.5200000000000005,0.0,3.91,1.27,0.371,0.238,0.3,24.360000000000003,34.8435,20.793,,,,,,,,,,,,,,,,,1.0,1.85
569,Kyle Nelson,ARI,20515,669459.0,128.0,29.9,0.0,27.080000000000002,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.2,0.231,9.0,30.0,10.0,3.0,0.08,1.0,16.560000000000002,5.5200000000000005,1.0,3.91,1.24,0.406,0.243,0.276,23.584000000000003,36.784000000000006,21.252,,,,,,,,,,,,,,,,,1.0,1.9
570,Jesse Chavez,TEX,5448,445926.0,128.0,29.8,0.0,27.92,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.2,0.225,8.8,29.0,9.0,2.7,0.073,1.0,18.400000000000002,5.5200000000000005,0.0,3.93,1.24,0.456,0.239,0.244,22.68,39.87,21.555,,,,,,,,,,,,,,,,,1.0,1.9
571,Matt Moore,BOS,1890,519043.0,131.0,29.8,0.0,28.000000000000004,15.52,0.0,0.0,0.0,14.0,4.0,1.2,0.225,8.8,29.0,12.0,3.6,0.094,1.0,16.560000000000002,6.44,1.0,4.23,1.34,0.366,0.237,0.303,25.334999999999997,35.82,21.465,,,,,,,,,,,,,,,,,1.0,1.54
572,Michael Petersen,LAA,20827,656848.0,131.0,29.7,0.0,27.0,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.2,0.205,8.2,27.0,12.0,3.6,0.091,1.0,17.48,5.5200000000000005,0.0,3.94,1.31,0.428,0.243,0.262,24.012,39.467999999999996,22.218,,,,,,,,,,,,,,,,,1.0,1.75
573,Carlos Rodriguez,MIL,30161,692230.0,130.306,29.7,3.0,25.160000000000004,14.549999999999999,1.0,1.0,0.0,13.0,4.0,1.2,0.235,9.4,31.0,13.0,3.9,0.098,1.0,16.560000000000002,4.6000000000000005,0.0,3.94,1.28,0.41,0.244,0.272,22.957396000000003,36.248520000000006,20.886052000000003,,,,,,,,,,,,,,,,,1.0,3.75
574,Kevin Herget,NYM,15369,643361.0,128.0,29.5,0.0,28.92,15.52,0.0,0.0,0.0,14.0,5.0,1.5,0.188,7.3,24.0,9.0,2.7,0.069,1.0,18.400000000000002,5.5200000000000005,0.0,4.27,1.29,0.38,0.241,0.295,26.362499999999997,38.475,22.8475,,,,,,,,,,,,,,,,,1.0,1.61
575,Diego Castillo,COL,17496,650895.0,128.0,29.5,0.0,27.080000000000002,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.2,0.25,9.8,32.0,11.0,3.4,0.087,1.0,16.560000000000002,5.5200000000000005,1.0,3.97,1.29,0.454,0.239,0.246,21.505,37.57,20.357499999999998,,,,,,,,,,,,,,,,,1.0,1.86
576,Blake Walston,ARI,26270,686796.0,130.0,29.5,1.0,28.0,15.52,0.0,0.4,0.0,14.0,4.0,1.2,0.205,8.2,27.0,12.0,3.7,0.094,1.0,17.48,5.5200000000000005,1.0,4.27,1.36,0.496,0.235,0.215,21.6125,42.132999999999996,21.6125,,,,,,,,,,,,,,,,,1.0,1.52
577,Nick Anderson,STL,18337,623433.0,127.0,29.3,0.0,27.0,13.58,0.0,0.0,0.0,13.0,4.0,1.2,0.212,8.3,27.0,10.0,3.1,0.079,0.0,17.48,5.5200000000000005,0.0,3.99,1.26,0.39,0.241,0.287,24.615,36.900000000000006,21.645,,,,,,,,,,,,,,,,,1.0,1.72
578,Ryan Loutos,STL,29521,702795.0,128.0,29.2,0.0,27.0,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.2,0.226,8.9,29.0,12.0,3.7,0.094,1.0,17.48,5.5200000000000005,0.0,4.01,1.34,0.468,0.239,0.234,21.489,39.063,20.8365,,,,,,,,,,,,,,,,,1.0,1.62
579,James Karinchak,CWS,20151,675916.0,125.0,29.0,0.0,18.64,13.58,0.0,0.0,0.0,13.0,3.0,0.9,0.339,13.0,42.0,18.0,5.6,0.143,2.0,11.96,3.68,0.0,4.03,1.26,0.296,0.216,0.358,20.085,23.595,14.819999999999999,,,,,,,,,,,,,,,,,1.0,1.9
580,Brent Headrick,NYY,27702,687396.0,125.0,29.0,0.0,25.160000000000004,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.2,0.245,9.6,31.0,11.0,3.4,0.085,4.0,16.560000000000002,4.6000000000000005,0.0,4.03,1.25,0.485,0.239,0.22,19.919999999999998,37.972500000000004,19.8785,,,,,,,,,,,,,,,,,1.0,1.81
581,Scott Effross,NYY,18384,664123.0,119.0,28.7,0.0,24.240000000000002,12.61,0.0,0.0,0.0,12.0,4.0,1.3,0.266,10.0,32.0,7.0,2.2,0.056,0.0,15.64,4.6000000000000005,0.0,3.76,1.09,0.51,0.229,0.21,18.799999999999997,37.599999999999994,18.759999999999998,,,,,,,,,,,,,,,,,1.0,2.3
582,Josh Walker,TOR,23617,677020.0,126.0,28.6,0.0,26.080000000000002,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.3,0.22,8.8,28.0,12.0,3.8,0.096,0.0,16.560000000000002,5.5200000000000005,0.0,4.09,1.33,0.481,0.239,0.225,20.855,39.173,20.596999999999998,,,,,,,,,,,,,,,,,1.0,1.66
583,Brett de Geus,MIA,23592,676969.0,127.0,28.3,0.0,27.92,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.3,0.178,7.3,23.0,12.0,3.8,0.094,1.0,18.400000000000002,5.5200000000000005,0.0,4.13,1.41,0.562,0.22,0.184,20.424,45.632,21.159999999999997,,,,,,,,,,,,,,,,,1.0,1.35
584,Ty Madden,DET,30140,680744.0,123.0,28.3,1.0,27.080000000000002,14.549999999999999,0.0,0.3,0.0,13.0,4.0,1.3,0.205,8.0,25.0,10.0,3.2,0.08,1.0,17.48,4.6000000000000005,1.0,4.13,1.31,0.456,0.24,0.244,22.176000000000002,38.984,21.119999999999997,,,,,,,,,,,,,,,,,1.0,1.54
585,Ethan Roberts,CHC,24930,681799.0,122.0,28.2,0.0,24.32,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.3,0.235,9.3,29.0,11.0,3.5,0.088,2.0,14.72,4.6000000000000005,1.0,4.15,1.25,0.341,0.236,0.321,23.820999999999998,31.611,19.516,,,,,,,,,,,,,,,,,1.0,1.69
586,Amos Willingham,ATL,26128,686294.0,124.0,28.1,0.0,28.0,14.549999999999999,0.0,0.0,0.0,13.0,5.0,1.6,0.179,7.0,22.0,9.0,2.9,0.074,1.0,17.48,5.5200000000000005,0.0,4.16,1.32,0.388,0.241,0.288,25.482000000000003,38.037000000000006,22.3665,,,,,,,,,,,,,,,,,1.0,1.52
589,Jacob Lopez,OAK,25098,682052.0,123.0,28.0,0.0,27.0,15.52,0.0,0.0,0.0,14.0,4.0,1.3,0.19,7.4,23.0,10.0,3.2,0.084,5.0,17.48,5.5200000000000005,0.0,4.5,1.32,0.478,0.239,0.227,21.915,40.86,21.555,,,,,,,,,,,,,,,,,1.0,1.36
591,Jackson Kowar,SEA,21549,663804.0,127.0,28.0,0.0,25.160000000000004,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.3,0.208,8.4,26.0,16.0,5.1,0.124,1.0,16.560000000000002,4.6000000000000005,0.0,4.18,1.47,0.446,0.24,0.251,21.7175,37.23,20.4,,,,,,,,,,,,,,,,,1.0,1.3
592,Roansy Contreras,BAL,22810,672710.0,123.0,27.8,1.0,26.080000000000002,14.549999999999999,0.0,0.3,0.0,13.0,4.0,1.3,0.195,7.8,24.0,11.0,3.6,0.089,1.0,16.560000000000002,5.5200000000000005,0.0,4.21,1.33,0.397,0.241,0.282,23.848000000000003,36.388,21.163999999999998,,,,,,,,,,,,,,,,,1.0,1.53
593,Brent Honeywell,FA,16466,641703.0,125.485,27.8,1.0,28.92,15.52,0.0,0.3,0.0,14.0,4.0,1.3,0.151,6.2,19.0,11.0,3.6,0.085,2.0,18.400000000000002,5.5200000000000005,1.0,4.53,1.44,0.451,0.239,0.248,24.25319,42.0611425,22.868657499999998,,,,,,,,,,,,,,,,,1.0,1.14
594,Will Smith,FA,8048,519293.0,120.0,27.7,0.0,26.080000000000002,13.58,0.0,0.0,0.0,13.0,4.0,1.3,0.187,7.1,22.0,8.0,2.6,0.07,1.0,16.560000000000002,5.5200000000000005,0.0,4.22,1.23,0.363,0.237,0.305,25.424999999999997,35.684999999999995,21.465,,,,,,,,,,,,,,,,,1.1,1.7
595,Zack Kelly,BOS,20349,677161.0,124.0,27.7,0.0,26.080000000000002,14.549999999999999,0.0,0.0,0.0,13.0,4.0,1.3,0.229,9.1,28.0,13.0,4.2,0.101,1.0,16.560000000000002,5.5200000000000005,0.0,4.22,1.41,0.446,0.24,0.251,21.206500000000002,36.354,19.919999999999998,,,,,,,,,,,,,,,,,1.0,1.45
596,Yunior Marte,FA,14416,628708.0,124.354,27.6,0.0,27.0,15.52,0.0,0.0,0.0,14.0,4.0,1.3,0.195,7.8,24.0,13.0,4.2,0.103,2.0,17.48,5.5200000000000005,0.0,4.57,1.45,0.463,0.24,0.237,21.707469,39.003561,20.964959999999998,,,,,,,,,,,,,,,,,1.0,1.18
597,Grant Anderson,MIL,20546,681982.0,116.0,26.9,0.0,24.240000000000002,12.61,0.0,0.0,0.0,12.0,4.0,1.3,0.221,8.7,26.0,9.0,3.0,0.075,1.0,15.64,4.6000000000000005,0.0,4.01,1.24,0.401,0.244,0.278,21.789,33.655499999999996,19.602,,,,,,,,,,,,,,,,,1.0,1.81
